formula,gen,out_of_range,tc_ideal_K,tc_hw_K
Nd2.88Cu5.0O3.81,cuprate,False,32.56,32.28
H0.87Mo2.46Ti3.52Sr5.28Cu3.39,random,False,37.8,33.18
Tl0.8Rb2.54,random,False,2.6,3.04
Sr4.97Cu0.44O4.5,cuprate,False,38.76,34.76
Nd0.11Bi5.17Cu2.65O3.7,cuprate,False,12.93,11.88
Se2.5Sr2.67,random,False,5.52,5.17
Bi2.76Sn0.66V3.89Y1.67,random,False,3.93,3.94
Te1.85Rb0.7Cu2.39Pb3.93,random,False,9.43,9.46
Si3.04Se3.49H1.35,random,False,4.32,9.83
Ca2.89Cu3.86O1.17,cuprate,False,35.31,34.0
Tl1.28Cu3.49O1.2,cuprate,False,31.5,28.85
Te2.13Cu2.67,random,False,2.97,2.91
H1.3O2.24C3.25Y2.29,random,False,5.62,5.51
Bi4.98Sr1.07V5.52,random,False,3.37,3.17
Ba1.91Cu1.67O1.21,cuprate,False,44.07,43.89
K1.45Zr0.62Ba5.51Tl1.97,random,False,3.45,3.37
Ge1.69Te3.73,random,False,2.97,2.85
As5.51P2.1Sn3.69Sr1.49,random,False,7.9,8.13
Nd1.92Cu0.86O5.91,cuprate,False,17.5,18.08
Ti2.79Hg1.71F1.74,random,False,7.56,7.8
Fe4.72P5.2Ca1.94,iron,False,13.19,12.42
Ba4.01V0.24Sb0.3F4.26,random,False,16.91,15.7
Fe1.34Se3.48Y0.84,iron,False,6.18,5.94
C2.51Mg5.47,random,False,10.89,10.21
Te3.09Pb0.14,random,False,2.5,2.9
Mo5.91As0.91K2.03Ni4.08,random,False,3.54,3.61
Hg1.29Ti0.34C4.64La4.02Mo3.17,random,False,10.32,10.27
Sn1.63Pb4.38K0.94V3.15H2.15,random,False,7.79,7.68
Fe0.19P1.55La1.95,iron,False,5.44,5.54
Ca5.84Bi2.91Cu4.8O2.79,cuprate,False,43.06,39.37
Nb2.06S4.58Mg1.75,random,False,8.66,8.37
La2.66Tl0.26Cu1.8O3.54,cuprate,False,35.35,28.84
H1.91B3.02Sr2.33K0.72,random,False,19.36,18.17
Fe4.32V2.92,random,False,3.9,10.26
Y5.96Rb3.55Si1.51Ge1.57Se0.42,random,False,10.04,10.06
La5.14Zr0.75F4.98,random,False,9.93,10.17
Nd5.23Bi1.74Cu2.86O1.89,cuprate,False,27.47,26.42
La1.58Sr5.91Cu4.19O1.92,cuprate,False,48.39,45.55
Nb0.73Tl4.48Te3.63P4.12,random,False,5.94,5.85
Rb3.92Pb1.28Se3.07Ge0.49Si3.42,random,False,7.45,7.12
La2.69Cu3.28O4.94,cuprate,False,27.91,26.51
La0.71B3.85Ge4.33Sb2.0,random,False,7.62,7.15
Hg1.77Mo2.99Ca4.63,random,False,8.25,8.28
F5.65K2.01Pb3.93Y3.13H5.07,random,False,21.6,19.49
La3.77Sr3.08Cu2.16O3.18,cuprate,False,49.82,47.29
Pb4.21S1.4Zr2.95Te2.3Ti1.21,random,False,11.24,10.87
Zr2.42P0.78Y0.7,random,False,7.96,8.08
Fe3.24P5.49Ca5.1,iron,False,16.08,16.18
Tl5.92Ca4.34Cu5.3O0.45,cuprate,False,35.35,32.16
Sr3.31Cu0.24O2.49,cuprate,False,37.22,30.38
Hg0.87C3.25Sr3.91,random,False,11.79,11.69
Tl4.47Zr3.11,random,False,2.59,2.67
V5.47Y5.57Pb2.02,random,False,3.44,3.59
Fe4.38As0.36Y1.88,iron,False,9.23,8.45
Rb0.39Bi4.41Ge1.84O5.27Ti5.36,random,False,12.05,11.82
Nd3.11Cu5.83O5.33,cuprate,False,32.17,31.62
Co3.96Pb1.29B5.18,random,False,7.94,7.41
Fe3.56P0.25Ca5.56,iron,False,13.28,12.69
Fe1.43Se4.31La2.62,iron,False,5.13,9.86
Nb2.9Sn5.85C3.08Zr3.9Mg4.51,random,False,11.68,12.11
Se0.24F3.97As2.42Fe3.52Cu3.88,random,False,18.96,18.39
Fe0.3As2.87Tl1.33,iron,False,4.23,4.28
F2.01Ge5.21Ba2.92Ni2.46,random,False,14.25,13.95
F2.43Se5.56,random,True,4.63,4.73
Ba2.06V0.8Rb0.63Nb1.87Mo0.19,random,False,4.1,4.36
H0.66O4.93,random,False,3.46,3.46
Mg3.76Sn0.89,random,False,5.71,5.65
Te5.38Pb4.27Zr1.19,random,False,3.69,3.68
Bi0.48Hg1.98Cu0.23O2.32,cuprate,False,27.95,26.41
Nd2.12Tl1.68Cu5.83O2.11,cuprate,False,45.71,42.18
Fe3.36Te1.3Sr5.23,iron,False,9.41,8.74
Ba2.06Cu1.5O1.09,cuprate,False,42.43,42.95
Bi3.55Cu1.49O3.19,cuprate,False,7.91,7.58
Sr3.62Cu1.17O1.26,cuprate,False,37.12,34.0
Fe5.71Se2.09Sr0.43,iron,False,10.12,10.03
Fe1.02As1.82Nd2.93,iron,False,5.12,5.12
K4.25Bi1.81Ni1.97,random,False,3.34,3.46
Ba5.22Cu1.2O3.08,cuprate,False,40.63,34.13
Hg0.37Cu0.55,random,False,18.96,18.15
Fe3.27H1.14Te3.82,random,False,6.94,6.86
Fe3.77P1.15Hg2.69,iron,False,9.83,8.86
Sr0.85Ba2.1,random,False,1.98,1.92
Y1.59Tl1.55Cu1.98O2.78,cuprate,False,48.15,46.66
Ca0.47Cu3.87O5.17,cuprate,False,37.25,29.72
P4.19B2.33Si3.21Pb3.81K0.23,random,False,10.89,10.61
Fe4.79Te2.13La4.45,iron,False,5.86,5.59
Sn1.65O5.74,random,False,3.17,3.25
Ti4.61Te3.96Rb1.3Hg0.89F3.78,random,False,18.15,17.72
Zr5.96Y1.62Ti2.95,random,False,5.36,5.51
P4.71Fe5.61Tl5.4Si1.56Zr0.41,random,False,12.11,12.15
Sr4.53Ca4.35Cu2.46O2.71,cuprate,False,48.22,47.54
Sr0.11Cu5.85O5.48,cuprate,False,35.65,36.37
Sn0.62B2.87La2.85Si3.83,random,False,11.2,11.52
Fe0.97Te1.1La3.13,iron,False,4.8,4.89
Hg5.93Cu4.04O3.9,cuprate,False,34.35,33.14
Tl2.61Sn4.47Mg4.74Ba1.75Ni1.04,random,False,9.27,9.05
Sb1.87Tl4.8,random,False,2.11,2.07
Ca2.98Co0.87F3.43Mg2.73Hg5.2,random,False,36.16,35.89
Nd1.13Cu2.27O2.66,cuprate,False,30.86,28.7
Tl1.2Hg3.57Cu5.3O1.14,cuprate,False,46.13,36.19
Nd0.47Bi2.05Cu0.91O1.73,cuprate,False,13.47,12.76
Sr2.86Tl5.61Cu4.0O0.88,cuprate,False,41.16,36.11
Ba2.43Cu4.16O2.15,cuprate,False,44.98,40.26
Sr0.98Hg5.7Cu1.2O0.51,cuprate,False,37.78,34.76
Zr1.81Mo3.15Co1.76As0.64,random,False,7.34,7.69
H2.71Nb0.36,random,False,3.98,4.0
Si2.64Ba0.82Sb3.17Mo1.81,random,False,7.26,7.0
Y5.72Bi5.13Cu2.49O2.06,cuprate,False,26.66,23.67
Rb3.94Te4.91P4.73,random,False,4.37,9.57
La4.36Cu3.43O1.49,cuprate,False,28.61,28.37
Ni2.87K1.48,random,False,3.51,3.42
Fe5.68P5.95Sr1.4,iron,False,10.41,10.73
C1.87Sr1.21Ba0.42,random,False,15.85,15.31
Fe1.15P4.48Ca1.26,iron,False,12.98,13.51
Sr2.41Cu1.87O5.8,cuprate,False,47.65,46.64
Ti1.35Hg4.55Cu0.83Zr3.61Bi1.0,random,False,20.38,18.24
K4.36Bi2.68La5.3Mo2.8,random,False,3.31,3.72
Fe5.19As3.07Hg1.49,iron,False,8.4,8.23
Nb1.25Pb4.15,random,False,2.27,2.22
Ca4.87Sr3.13O3.4,random,False,38.09,35.04
Nd1.07Cu3.13O3.45,cuprate,False,31.18,30.49
K2.15As0.73Si4.22,random,False,6.06,6.13
Fe5.45Te3.42Ca5.69,iron,False,13.13,13.15
Rb5.25Hg0.31Sr0.22,random,False,4.05,3.93
Ba3.54Cu1.01O1.36,cuprate,False,37.76,29.86
Bi5.86Ba0.18Nb4.08C2.79Te4.45,random,False,7.14,7.46
Mo2.42Ni5.87P1.89Sb1.68,random,False,4.08,3.97
Rb0.32Si5.19Te5.05Hg5.67Mo1.0,random,False,11.23,10.29
P3.4S5.36Ge2.54F2.15,random,False,7.05,6.65
S3.13Cu2.43Sb6.0,random,False,5.25,5.04
Te3.09As0.44H4.1Cu1.38Nb2.05,random,False,10.9,9.92
Sr2.79Pb1.81Sn3.68,random,False,3.7,3.33
O3.68Mg0.23Zr2.12Y2.01C1.08,random,False,16.05,15.49
Mo5.08Cu2.04Sb5.57,random,False,3.94,24.3
C0.44Co1.65Ba3.15Y1.61K0.65,random,False,15.02,15.83
Y0.25Ca4.59Cu2.75O0.16,cuprate,False,29.38,27.65
Fe5.14Te3.04Tl2.97,iron,False,5.19,4.96
Bi5.28Cu5.58O2.87,cuprate,False,11.96,11.48
Co2.92Cu1.18F3.82Bi0.55,random,False,14.7,14.21
H1.43Fe4.64Sb3.38V2.63,random,False,11.45,10.68
Sn5.94Ca2.42,random,False,3.5,3.68
Ni2.64Te2.45C4.98,random,False,4.64,4.64
Bi3.17Cu1.33O1.3,cuprate,False,9.05,8.61
Nd1.18Cu0.22O4.21,cuprate,False,13.36,14.16
Fe3.49Se1.51Ca1.49,iron,False,13.93,13.78
Sr3.72Y0.72Cu2.59O5.22,cuprate,False,57.11,55.44
Mg5.99Ge5.57,random,False,7.04,6.91
Fe0.56As0.86Tl3.02,iron,False,3.66,3.87
O4.88Co5.85As1.74Si0.8Ni2.28,random,False,8.13,7.8
Co0.71La1.04Fe5.81Sn0.33Te5.59,random,False,7.04,7.41
Ni2.78Ba3.57Hg4.88La2.23S3.83,random,False,15.31,14.82
Hg4.67La3.35Cu3.57O3.68,cuprate,False,54.92,49.25
Hg4.93La2.85Zr0.77Nb0.66,random,False,4.2,4.49
Nb4.62Sn2.26,random,False,2.44,2.57
Bi2.38La2.75Sb5.46,random,False,2.42,2.71
Si0.99V3.98Fe5.08As0.32,random,False,9.56,9.0
Hg0.82Tl5.34Cu3.35O2.54,cuprate,False,42.74,32.85
Fe2.29As2.71Ca0.77,iron,False,8.2,8.09
Fe1.47Te5.83Sr4.41,iron,False,6.72,12.83
Fe0.96P0.28Bi0.7,iron,False,6.41,6.35
Y5.51Cu5.24O1.98,cuprate,False,33.42,33.05
Hg1.64Bi0.47Cu4.3O2.62,cuprate,False,44.18,42.36
Y1.72Sn1.26,random,False,3.19,3.15
Sr2.9La4.93Cu1.51O5.3,cuprate,False,44.48,42.9
Fe1.05P5.01Y4.28,iron,False,8.21,8.57
C1.56Se4.03F1.26Pb1.03,random,False,4.36,4.06
Ca5.1La1.44Cu3.21O3.04,cuprate,False,53.61,53.5
Mg0.21C2.2,random,False,5.73,5.86
H3.03Cu4.14B4.96Ca3.99Bi2.96,random,False,35.0,32.73
Fe4.47Te5.06La4.5,iron,False,5.09,5.03
Bi2.12Ba1.63Cu2.22O5.54,cuprate,False,28.1,26.07
Sb4.68Co2.87Cu0.87Fe5.1,random,False,6.67,6.38
Fe1.01Te4.63Hg4.43,iron,False,5.88,5.7
Fe0.57P2.0Ba4.78,iron,False,9.67,9.9
Ba4.21F3.1,random,False,10.26,9.52
Y1.48La2.22Ti4.95Sn5.66,random,False,5.64,6.26
Fe4.03P0.87Nd3.57,iron,False,8.53,8.47
Ca5.86F1.94Co2.4La2.41,random,False,35.32,32.56
Bi1.62Tl4.23Cu4.59O1.42,cuprate,False,27.15,24.76
Ba5.04V1.91,random,False,3.11,3.1
La2.68Hg5.87Cu5.82O1.92,cuprate,False,49.75,45.5
La5.25Nd1.07Cu5.12O3.99,cuprate,False,36.62,29.57
Fe3.57Te3.75Ba2.46,iron,False,8.41,8.4
Nd2.45Cu2.69O0.66,cuprate,False,29.16,29.57
Te4.67Si0.63F3.68Cu3.99Rb3.97,random,False,16.65,16.26
Fe3.97P4.69Y2.86,iron,False,9.46,9.34
Y4.62Bi4.0Cu1.18O3.91,cuprate,False,22.48,22.09
La1.45Sr4.55Cu2.36O5.31,cuprate,False,55.45,51.14
As3.24Pb3.43,random,False,2.76,2.72
O5.96Se4.48Cu0.77,random,False,4.16,3.94
Nd5.26La2.16Cu1.65O4.55,cuprate,False,28.73,26.76
La5.53Sr1.4Cu0.52O4.94,cuprate,False,33.74,32.0
Ti3.17Zr0.98C2.66Ni2.66Co4.13,random,False,12.16,11.92
Y5.91Mg0.35Co0.64P5.93Rb4.25,random,False,10.3,10.18
Sb5.32Ca3.81H1.22,random,False,14.63,14.39
Fe0.27Te5.73Y5.79,iron,False,5.44,5.61
Ba5.5B4.65Co4.65C0.81,random,False,14.16,14.03
La5.18Cu3.72O3.46,cuprate,False,28.94,30.65
B2.84Mo1.72,random,False,6.92,7.14
H5.26C3.86Sn4.26Nb5.3,random,False,5.41,5.27
Se1.95Mo5.42,random,False,8.31,8.06
La0.98Bi5.43Cu4.54O1.07,cuprate,False,19.03,18.6
Sr4.53Hg4.58Cu4.49O2.32,cuprate,False,51.72,45.1
Y3.94Hg5.32Cu5.41O1.16,cuprate,False,46.2,41.04
Fe4.24P5.96Nd0.73,iron,False,8.49,8.75
Fe2.82Se3.68Bi2.07,iron,False,5.12,4.83
Nb4.59Sn5.79,random,False,2.08,2.35
Tl3.32Mo3.3,random,False,2.38,2.55
Fe2.62Te0.47Nd3.3,iron,False,6.4,19.27
Ca3.48Cu0.95O2.4,cuprate,False,42.57,42.05
Rb5.54F1.77Si5.3S2.67B2.33,random,False,10.73,10.97
La5.6F0.36As1.2Te4.5Hg3.13,random,False,12.18,12.15
Ca5.58As3.17,random,False,9.75,9.63
Fe4.21P3.04Bi0.85,iron,False,8.22,8.13
Y1.4Nd2.52Cu5.95O2.03,cuprate,False,44.53,41.43
Fe5.82Te1.67Sr2.18,iron,False,9.98,9.61
Sr3.79Cu1.33O5.95,cuprate,False,45.91,46.3
Pb5.99Rb1.05,random,False,2.42,2.58
Fe5.25P1.5Tl2.15,iron,False,7.52,7.43
Fe3.31As3.04Ca0.98,iron,False,8.41,8.74
Zr2.72H2.95V5.33Hg2.35,random,False,13.95,14.21
Ca1.87Cu1.72O0.63,cuprate,False,35.69,32.94
Tl1.76Ba1.75Cu0.32O3.44,cuprate,False,44.21,44.68
Fe1.51P0.76Ca5.47,iron,False,14.66,13.75
Cu3.11Ca4.16B5.07S3.48,random,False,20.73,19.01
Ba3.04Fe5.15Pb1.26Co2.21Zr5.57,random,False,7.76,7.54
Ba4.1Cu3.73O3.48,cuprate,False,46.83,40.31
Y0.59Hg4.68Cu1.6O4.51,cuprate,False,51.68,43.34
Y2.1Cu4.6O5.76,cuprate,False,36.12,33.57
Mo3.71F1.8Rb2.1,random,False,7.08,6.56
Fe1.55As4.49Y3.49,iron,False,7.21,6.53
V0.81Nb5.29Cu4.1,random,False,5.73,5.21
Y1.61Cu3.75O1.19,cuprate,False,34.29,30.47
B3.78O3.85Y0.84S5.25,random,False,6.85,11.2
Te4.02As2.22,random,False,2.8,2.95
Nd0.97Cu1.77O2.81,cuprate,False,28.32,26.51
Fe0.25Te1.33Hg5.64,iron,False,5.68,5.93
K5.54S4.82Co0.97F1.13B5.7,random,False,10.49,9.97
Fe0.63Te2.23Nd0.85,iron,False,4.08,4.22
F0.84Tl0.42Si5.82,random,False,4.73,4.86
Sr5.64C0.13Y5.59Hg1.09B5.57,random,False,21.6,21.14
Mg1.58Sr3.2Cu2.6,random,False,13.55,14.39
Ba3.47Bi1.05Cu1.14O2.47,cuprate,False,42.94,41.87
Y0.54Cu3.23O2.44,cuprate,False,34.63,34.42
Ba0.36Nd0.84Cu0.58O4.04,cuprate,False,28.4,26.93
Mo5.5Ba3.05O4.71Te2.48Sn1.06,random,False,14.07,13.87
Y5.21Cu3.02O1.43,cuprate,False,31.44,29.74
Fe4.79P1.77Y3.55,iron,False,10.41,10.32
Ba1.75Sr1.66,random,False,1.79,1.9
Fe5.26As2.4Bi3.1,iron,False,4.96,5.93
Te3.69Ca5.48,random,False,9.07,9.05
Fe0.98P1.19Ba3.96,iron,False,10.11,9.76
Fe1.11As3.75Hg5.25,iron,False,6.26,6.53
Tl5.88V4.95Cu3.16,random,False,5.25,5.29
Ge4.42Te2.15Nb5.74Mg1.69H0.99,random,False,13.5,12.25
Hg5.83Tl3.73Cu4.25O5.82,cuprate,False,52.9,46.05
Fe1.75P4.07Ca4.93,iron,False,17.13,15.17
Fe3.99As4.11Ca3.87,iron,False,9.23,8.99
Mo0.96Ni2.07,random,False,2.31,6.74
Sb2.55Fe3.46H3.16Ni1.03,random,False,8.86,9.03
Sr1.96Ba3.19Cu2.78O4.01,cuprate,False,60.34,56.56
K1.57Ge2.22,random,False,3.09,3.14
Rb0.14Cu4.7Sb3.67La2.65Bi4.43,random,False,7.98,7.86
Nd3.54Cu1.64O4.6,cuprate,False,24.17,23.45
Si2.13B2.96Zr1.32,random,False,13.2,12.39
Ca2.98Bi2.31Cu1.93O4.59,cuprate,False,36.3,34.94
P4.7Se0.17,random,False,3.21,3.39
Cu4.9P5.57,random,False,8.27,8.06
La5.19S2.23V0.22Se2.06Sn4.42,random,False,5.62,6.07
Ca2.48Bi3.82Cu0.11O0.74,cuprate,False,23.55,22.16
Y2.46Si2.64,random,False,9.63,10.02
B0.96C1.56,random,False,6.55,6.89
Sr5.62Ca3.7Cu2.18O1.82,cuprate,False,43.11,43.18
La4.73Ba4.75Cu5.78O1.06,cuprate,False,45.44,43.63
Ti5.11Tl2.62Sn3.91Te0.34Ge2.4,random,False,8.08,8.04
Fe2.87Co1.91V2.18O3.56,random,False,13.57,12.45
Zr2.83F2.6,random,False,4.77,4.21
Fe1.91P5.48Ca4.18,iron,False,16.29,13.71
Nd0.79Cu2.11O2.26,cuprate,False,31.46,29.93
Bi5.84Cu3.71O0.84,cuprate,False,10.28,9.83
Tl2.29Cu0.76O5.77,cuprate,False,18.2,17.24
Ti1.22S1.64,random,False,5.84,6.45
Fe0.17Te3.58Y0.5,iron,False,3.32,3.14
Fe4.25As5.68Bi1.11,iron,False,5.7,12.94
Ba4.66Cu2.76O0.35,cuprate,False,31.75,31.81
Sb1.25P5.77S5.17O1.88,random,False,5.23,5.12
Fe3.36As2.64Y4.6,iron,False,7.21,7.79
Fe4.34As1.18Bi4.62,iron,False,4.46,4.72
Nd2.17Cu3.29O2.55,cuprate,False,32.21,30.0
C1.71Nb0.44Mg2.0K0.5Y4.88,random,False,16.26,15.08
Rb0.12Mo2.1Ge2.61Tl5.56S4.36,random,False,6.55,6.52
Hg5.88Mg0.64,random,False,8.09,8.48
As1.0K1.06P3.26,random,False,4.91,5.0
La0.81Bi3.43Cu4.48O2.8,cuprate,False,20.73,18.16
F2.0S3.22,random,True,4.71,4.75
Y5.13Cu1.3O5.26,cuprate,False,30.01,28.62
Fe5.21P3.66La5.7,iron,False,7.14,7.13
Nb2.74Co5.84F2.19Ge2.33,random,False,9.48,9.48
Hg3.83Ca1.79Cu2.68O0.78,cuprate,False,45.2,43.49
Tl4.6Cu4.59O1.73,cuprate,False,27.33,23.38
O4.08Rb1.26La2.7,random,False,8.77,8.93
K5.43Mo2.66V5.95Mg5.24S0.4,random,False,13.1,13.43
La4.6Sr5.26Ca0.35,random,False,3.48,3.76
La0.7Hg4.46Cu4.19H3.03Ca1.86,random,False,64.26,61.23
Cu4.65Mo2.64P4.72B4.91As4.72,random,False,17.4,16.14
O1.97Co2.65La1.84,random,False,11.11,9.89
Fe1.43Te0.4Bi5.35,iron,False,3.23,3.75
Ca3.08Y0.79Cu5.41O2.73,cuprate,False,48.65,41.27
Ba4.53Y4.71Cu5.09O4.61,cuprate,False,57.39,36.11
Sr1.44Se0.19C1.48O2.44,random,False,6.04,5.82
La1.8Cu3.5O4.67,cuprate,False,29.19,28.8
O3.2As5.62Hg1.65Nb0.93Ti1.02,random,False,17.4,16.11
Pb4.6H2.46La5.46O0.53B4.05,random,False,11.46,10.7
Ba5.51F3.49V4.64,random,False,11.37,10.64
Ba2.24Nb2.1B3.21V5.91Si5.83,random,False,16.54,15.78
Fe4.3P5.05Sr1.13,iron,False,10.29,10.89
Zr1.12Pb2.39Bi0.53Cu2.17,random,False,8.32,8.25
Y4.73La2.18Cu2.39O0.57,cuprate,False,39.14,36.99
Ti5.0Ba2.01,random,False,4.19,4.24
Mg2.3F4.76Bi5.43,random,False,9.58,9.41
Ge3.11Sb0.14,random,False,2.77,2.77
Te5.66Mo0.5S3.52F4.8Si3.49,random,False,8.07,7.74
Ca2.07Rb2.88Pb0.25As0.73C0.49,random,False,18.26,18.01
Se2.41Te3.12P3.07,random,False,3.34,3.1
Fe1.11Te1.88Nd3.09,iron,False,4.78,5.25
Tl1.1La1.51,random,False,2.65,2.74
Y1.63Cu4.49O3.51,cuprate,False,36.82,34.37
Co1.61Fe4.61Ge0.46Ba4.61B1.16,random,False,15.09,13.57
Sr5.62Y4.58Cu0.6O3.04,cuprate,False,43.74,40.01
Mo5.76Zr1.98Sr4.24,random,False,4.5,4.92
F5.22Hg3.42Bi4.63Sr3.44Pb3.01,random,False,22.68,20.18
Co1.11Ge5.11C1.71V0.46,random,False,7.31,7.97
Sb3.51Te0.96,random,False,2.09,2.06
La5.39Nd0.85Cu3.7O2.04,cuprate,False,34.91,34.9
S2.13Mg3.57,random,False,9.84,9.99
Nb3.66Mg1.94Ni3.11,random,False,4.6,4.05
Mo5.35Co3.89Se2.91Rb1.64,random,False,6.2,5.7
Fe5.77Te4.21Tl3.09,iron,False,5.18,5.13
Fe3.37P1.11La2.65,iron,False,8.09,7.5
Y2.83Ca3.12Cu0.6O5.28,cuprate,False,54.41,47.03
Sr1.23Ca0.25Cu1.58O5.92,cuprate,False,51.02,47.16
Fe2.85Sn0.73C1.34Bi1.46,random,False,7.23,7.13
Fe5.32Se2.44Bi4.59,iron,False,5.31,5.16
H1.37O1.34V5.12K0.81Sb1.18,random,False,12.28,10.98
Te4.36Sn4.98,random,False,2.44,3.01
Ca0.31O1.57Zr3.09Cu0.7,random,False,32.36,30.64
Te5.28H3.41Sr4.23,random,False,8.62,8.48
Mg1.41Ni5.81,random,False,6.63,6.83
Tl2.11K4.43,random,False,2.89,3.03
Bi3.26F2.45P2.99,random,False,7.42,7.11
Nd1.55Cu2.6O0.69,cuprate,False,30.69,27.88
Y5.18Cu5.47O0.87,cuprate,False,31.12,28.64
Y4.7Bi2.3Cu2.45O2.28,cuprate,False,33.55,26.22
Si4.48H1.18Zr4.51V4.4C1.47,random,False,9.84,10.06
V3.59La5.89,random,False,2.36,2.53
Bi1.88Cu3.76O4.15,cuprate,False,12.45,10.91
Sn1.38Sb2.75Si4.18,random,False,3.83,4.32
Tl0.13Ca4.75Cu1.44O3.38,cuprate,False,55.87,48.71
Ge4.96Cu0.42,random,False,3.27,8.26
La5.74Cu4.8O4.57,cuprate,False,29.52,28.29
Tl3.04Te1.91Ba2.64,random,False,4.81,4.69
B5.98Ba1.44Nb4.57Ti5.99,random,False,12.87,12.46
Sr3.14Hg4.93P3.64Si2.76C5.09,random,False,10.08,10.37
Nd2.7Cu2.06O1.98,cuprate,False,29.75,27.57
Ca3.44Nb1.43Ge2.74Hg3.35Pb0.84,random,False,15.3,15.52
Tl0.42Ca1.36Cu3.67O3.87,cuprate,False,57.1,53.75
Fe4.67Se5.23Ba2.33,iron,False,10.4,10.6
Bi2.42Cu0.42O3.71,cuprate,False,5.35,5.28
Hg4.29Ca1.55Cu3.26O3.56,cuprate,False,56.33,52.8
Tl2.47Cu3.16O4.58,cuprate,False,28.91,25.45
Tl3.58Y0.39K1.36Te0.64,random,False,4.57,4.87
Sb4.69Co3.59Si2.2Mo3.5,random,False,4.87,5.0
Sr5.32Bi3.88C4.97Y5.52,random,False,11.31,10.97
Ti3.88Se2.55H3.63K1.46,random,False,13.42,12.64
Fe4.69Te4.03Sr5.82,iron,False,8.7,8.29
Nd4.18Cu2.76O4.93,cuprate,False,27.12,26.36
Ba4.66Tl3.06Cu5.25O2.21,cuprate,False,54.33,49.98
La4.11Tl3.15,random,False,2.64,3.06
Mo1.2B3.31Bi2.7V0.77,random,False,6.67,6.36
Nd1.8Tl1.61Cu5.69O0.68,cuprate,False,38.6,37.81
Te1.49F5.48Ge5.22,random,False,6.81,6.54
Fe1.02P4.06La4.62,iron,False,5.76,6.05
Ca0.3Cu1.46O1.15,cuprate,False,39.4,36.14
Fe4.25Te0.55Nd4.38,iron,False,6.64,16.46
Y1.26Cu2.0O0.23,cuprate,False,30.74,28.93
Hg4.04La4.25B0.53H5.92,random,False,15.42,14.86
Zr5.27H1.31Fe5.34,random,False,14.3,13.92
Bi4.3Cu2.75O3.16,cuprate,False,9.73,9.29
Nb5.15P5.09F2.52Ti2.1,random,False,9.38,9.14
Tl1.47La3.51Cu1.95O2.59,cuprate,False,39.06,36.68
Nd1.9Cu0.33O4.96,cuprate,False,14.8,14.55
Fe5.08Te2.58La5.36,iron,False,5.64,5.31
Ba2.66Tl4.02Cu4.56O0.83,cuprate,False,46.46,44.45
Fe1.63As4.07Ba2.57,iron,False,7.92,8.12
Ba5.6Cu4.8O3.04,cuprate,False,42.63,39.51
La3.49Bi3.01Cu5.7O3.51,cuprate,False,26.53,23.92
Si4.24Ca0.93K4.73Nb0.94,random,False,7.12,6.39
Ba1.1F1.38Zr0.31,random,False,16.95,15.88
Bi5.96Cu0.84O5.2,cuprate,False,5.93,5.8
Ba0.89Ge2.96,random,False,5.06,5.16
Fe3.69P5.83Ca5.47,iron,False,15.98,15.47
Ti2.34Sr1.26B2.76Sb2.31F4.9,random,False,15.57,14.82
V2.84K2.87Se5.28C0.61Nb5.5,random,False,7.3,6.48
Rb4.06Sr5.48As2.38K2.55,random,False,4.81,4.84
Fe1.83P0.18Y4.21,iron,False,11.07,10.78
B0.66La4.53Se4.67Ti2.48Hg3.22,random,False,13.11,12.05
Ba3.71Cu4.89O0.12,cuprate,False,31.41,25.43
Fe1.79P4.81Ca4.51,iron,False,16.79,16.62
Ba0.63Mg1.09,random,False,4.63,13.16
Sr5.48La0.73Cu4.62O0.47,cuprate,False,38.92,35.33
Te0.87Pb1.1Cu0.33Mo4.47La1.69,random,False,10.61,10.17
Sn2.43Pb1.73La4.33,random,False,2.8,3.08
Nd2.46Cu0.4O3.25,cuprate,False,18.5,18.38
Tl4.23Cu1.37O5.89,cuprate,False,21.46,20.01
Fe3.93P2.18Y4.14,iron,False,9.79,9.92
Y0.11Sr0.26Cu2.89O5.24,cuprate,False,38.5,36.31
K2.68P5.42Ni3.43Y1.42Mg0.55,random,False,10.54,10.33
O0.77F3.32Sn0.95Tl4.54P3.25,random,False,12.9,12.14
Y3.4Ba4.93Cu4.12O4.39,cuprate,False,57.21,52.89
Sr1.39Cu0.89O4.14,cuprate,False,44.92,41.95
Fe5.51As5.71Bi4.7,iron,False,4.57,4.54
Fe2.79S1.52K5.51,random,False,8.7,8.58
Zr3.49Ba5.21P2.12B5.71,random,False,12.28,11.99
Fe4.37Te2.07Y1.28,iron,False,8.46,8.6
Fe4.95P1.31Ba5.67,iron,False,11.34,10.51
Nb3.4C1.88Mo5.09,random,False,6.95,6.55
Te5.07F1.98V5.32C5.97Ge4.88,random,False,4.17,4.17
Co2.56Sr5.44,random,False,4.41,4.74
Hg2.19Cu2.52O0.75,cuprate,False,33.2,31.27
Sn0.16Te2.81,random,False,3.05,3.32
Se5.55Ni5.22C3.44Si5.53,random,False,4.57,4.2
Sr1.16Hg5.84Cu3.18O3.18,cuprate,False,52.67,46.26
Ca4.6Cu1.1O0.17,cuprate,False,26.5,23.74
Nd4.94Tl0.57Cu1.63O2.92,cuprate,False,35.99,32.56
Sr3.99Hg2.3Cu5.69O0.69,cuprate,False,43.55,37.37
Y0.91Cu2.49O5.43,cuprate,False,30.6,27.72
